"Dataset","Label","Variable_Name","Type","Length","Variable_Number","Format","Formatl","Formatd","Informat","Informl","Informd","Number_Obs_Dataset"
"baf9prg2","PREGNANCY NUMBER, SINCE CARDIA EXAM 1","B09PRGNO","Num",4,3,,0,0,,0,0,532
"baf9prg2","WEEKS OF PREGNANCY","B09PRGWK","Num",4,4,,0,0,,0,0,532
"baf9prg2","TOXEMIA, ANY PREGNANCY?","B09TOXEM","Num",4,5,,0,0,,0,0,532
"baf9prg2","GESTATIONAL HBP, ANY PREGNANCY?","B09P_HBP","Num",4,6,,0,0,,0,0,532
"baf9prg2","GESTATIONAL DIABETES, ANY PREGNANCY?","B09P_DIB","Num",4,7,,0,0,,0,0,532
"baf9prg2","END PREGNANCY STATUS","B09PGSTA","Num",4,8,,0,0,,0,0,532
"baf9prg2","NR. BABIES, THIS PREGNANCY","B09NOBAB","Num",4,9,,0,0,,0,0,532
"baf9prg2","SMOKE >= 10 CIG. A DAY FOR >= 1 MONTH","B09P_SMK","Num",4,10,,0,0,,0,0,532
"baf9prg2","DRINK DURING PREGNANCY?","B09P_DRK","Num",4,11,,0,0,,0,0,532
"baf9prg2","DRINKS PER WEEK","B09DRKWK","Num",4,12,,0,0,,0,0,532
"baf9prg3",,"RID","Num",8,1,"BEST12.",12,0,"BEST32.",32,0,243
"baf9prg3","PREGNANCY NUMBER, SINCE CARDIA EXAM 1","B09PRGNO","Num",4,2,,0,0,,0,0,243
"baf9prg3","WHICH BABY DURING THIS BIRTH","B09WHICH","Num",4,3,,0,0,,0,0,243
"baf9prg3","BABY'S STATUS AT BIRTH","B09STAPG","Num",4,4,,0,0,,0,0,243
"baf9prg3","BABY'S SEX","B09BABSX","Num",4,5,,0,0,,0,0,243
"baf9prg3","BABY'S WEIGHT, POUNDS PART","B09BABWG","Num",4,6,,0,0,,0,0,243
"baf9prg3","BABY'S WEIGHT, OUNCES PART","B09BABON","Num",4,7,,0,0,,0,0,243
"baflwup1",,"RID","Num",8,1,"BEST12.",12,0,"BEST32.",32,0,4543
"baflwup1","DATE OF FOLLOW-UP - MON 30","FM030DAT","Num",8,2,,0,0,,0,0,4543
"baflwup1","DATE OF RESPONSE - MON 30","FM030RSP","Num",8,3,,0,0,,0,0,4543
"baflwup1","MODE OF RESPONSE - MON 30","FM030MOD","Char",1,4,,0,0,,0,0,4543
"baflwup1","ADDRESS STATUS - MON 30","FM030ADD","Char",1,5,,0,0,,0,0,4543
"baflwup1","DISTANCE MOVED FROM CLINIC - MON 30","FM030DIS","Num",8,6,,0,0,,0,0,4543
"baflwup1","DATE OF FOLLOW-UP - MON 36","FM036DAT","Num",8,7,,0,0,,0,0,4543
"baflwup1","DATE OF RESPONSE - MON 36","FM036RSP","Num",8,8,,0,0,,0,0,4543
"baflwup1","MODE OF RESPONSE - MON 36","FM036MOD","Char",1,9,,0,0,,0,0,4543
"baflwup1","ADDRESS STATUS - MON 36","FM036ADD","Char",1,10,,0,0,,0,0,4543
"baflwup1","DISTANCE MOVED FROM CLINIC - MON 36","FM036DIS","Num",8,11,,0,0,,0,0,4543
"baflwup1","DATE OF FOLLOW-UP - MON 42","FM042DAT","Num",8,12,,0,0,,0,0,4543
"baflwup1","DATE OF RESPONSE - MON 42","FM042RSP","Num",8,13,,0,0,,0,0,4543
"baflwup1","MODE OF RESPONSE - MON 42","FM042MOD","Char",1,14,,0,0,,0,0,4543
"baflwup1","ADDRESS STATUS - MON 42","FM042ADD","Char",1,15,,0,0,,0,0,4543
"baflwup1","DISTANCE MOVED FROM CLINIC - MON 42","FM042DIS","Num",8,16,,0,0,,0,0,4543
"baflwup1","DATE OF FOLLOW-UP - MON 48","FM048DAT","Num",8,17,,0,0,,0,0,4543
"baflwup1","DATE OF RESPONSE - MON 48","FM048RSP","Num",8,18,,0,0,,0,0,4543
"baflwup1","MODE OF RESPONSE - MON 48","FM048MOD","Char",1,19,,0,0,,0,0,4543
"baflwup1","ADDRESS STATUS - MON 48","FM048ADD","Char",1,20,,0,0,,0,0,4543
"baflwup1","DISTANCE MOVED FROM CLINIC - MON 48","FM048DIS","Num",8,21,,0,0,,0,0,4543
"baflwup1","DATE OF FOLLOW-UP - MON 54","FM054DAT","Num",8,22,,0,0,,0,0,4543
"baflwup1","DATE OF RESPONSE - MON 54","FM054RSP","Num",8,23,,0,0,,0,0,4543
"baflwup1","MODE OF RESPONSE - MON 54","FM054MOD","Char",1,24,,0,0,,0,0,4543
"baflwup1","ADDRESS STATUS - MON 54","FM054ADD","Char",1,25,,0,0,,0,0,4543
"baflwup1","DISTANCE MOVED FROM CLINIC - MON 54","FM054DIS","Num",8,26,,0,0,,0,0,4543
"baflwup1","FORM VERSION - MON 36","FY036VER","Num",8,27,,0,0,,0,0,4543
"baflwup1","DATA ENTRY DATA - MON 36","FY036EDT","Num",8,28,,0,0,,0,0,4543
"baflwup1","# OF CIGS/DAY - MON 36","FY036SMK","Num",8,29,,0,0,,0,0,4543
"baflwup1","MAJOR ILLNESS/INJURY IN PAST YR - MON 36","FY036INJ","Num",8,30,,0,0,,0,0,4543
"baflwup1","DOCTOR/CLINIC VISIT IN PAST YR - MON 36","FY036DOC","Num",8,31,,0,0,,0,0,4543
"baflwup1","HOSP PT OVERNIGHT IN PAST YR - MON 36","FY036PT","Num",8,32,,0,0,,0,0,4543
"baflwup1","FORM VERSION - MON 48","FY048VER","Num",8,33,,0,0,,0,0,4543
"baflwup1","DATA ENTRY DATA - MON 48","FY048EDT","Num",8,34,,0,0,,0,0,4543
"baflwup1","# OF CIGS/DAY - MON 48","FY048SMK","Num",8,35,,0,0,,0,0,4543
"baflwup1","MAJOR ILLNESS/INJURY IN PAST YR - MON 48","FY048INJ","Num",8,36,,0,0,,0,0,4543
"baflwup1","DOCTOR/CLINIC VISIT IN PAST YR - MON 48","FY048DOC","Num",8,37,,0,0,,0,0,4543
"baflwup1","HOSP PT OVERNIGHT IN PAST YR - MON 48","FY048PT","Num",8,38,,0,0,,0,0,4543
"baref",,"RID","Num",8,1,"BEST12.",12,0,"BEST32.",32,0,4543
"baref","EXAM 2 STATUS (E OR A = EXAMINED)","X2STATUS","Char",1,2,,0,0,,0,0,4543
"baref","RACE (VERIFIED AT EXAM 2)","RACE","Num",8,3,,0,0,,0,0,4543
"baref","SEX (VERIFIED AT EXAM 2)","SEX","Num",8,4,,0,0,,0,0,4543
"baref","DATE OF EXAM 2","X2DATE","Num",8,5,,0,0,,0,0,4543
"baref","EXAM 1 EDUCATION","A03ED","Num",4,6,,0,0,,0,0,4543
"baref","AGE AT EXAM 1 (VERIFIED AT EXAM 2)","EXAMAGE","Num",8,7,,0,0,,0,0,4543
"baref","AGE AT YEAR 2","EX2_AGE","Num",8,8,,0,0,,0,0,4543
"caapob",,"RID","Num",8,1,"BEST12.",12,0,"BEST32.",32,0,534
"caapob","APOLIPOPROTEIN B (MG/DL)","CL9APOB","Num",8,2,,0,0,,0,0,534
"caecho",,"RID","Num",8,1,"BEST12.",12,0,"BEST32.",32,0,3738
"caecho","BODY SUFACE AREA","BSA","Num",8,2,,0,0,,0,0,3738
"caecho","DATE ECHO WAS CONDUCTED","ECHODATE","Num",8,3,,0,0,,0,0,3738
"caecho","DATE ECHO WAS READ AT ERC","DATEREAD","Num",8,4,,0,0,,0,0,3738
"caecho","2D PARASTERNAL VIEW QUALITY SCORE","QS2DPARA","Num",8,5,,0,0,,0,0,3738
"caecho","2D APICAL VIEW QUALITY SCORE","QS2DAPIC","Num",8,6,,0,0,,0,0,3738
"caecho","M-MODE AORTA/ L-ATRIUM QUALITY SCORE","QSMMAOLA","Num",8,7,,0,0,,0,0,3738
"caecho","M-MODE LV QUALITY SCORE","QSMMLV","Num",8,8,,0,0,,0,0,3738
"caecho","DOPPLER PARASTERNAL VIEW QUAL SCORE","QSDPPARA","Num",8,9,,0,0,,0,0,3738
"caecho","DOPPLER APICAL VIEW QUALITY SCORE","QSDPAPIC","Num",8,10,,0,0,,0,0,3738
"caecho","COLOR DOPPLER QUALITY SCORE","QSCD","Num",8,11,,0,0,,0,0,3738
"caecho","DIAGNOSIS CODE #1","DC1A","Num",8,12,,0,0,,0,0,3738
"caecho","DIAGNOSIS CODE #2","DC2A","Num",8,13,,0,0,,0,0,3738
"caecho","DIAGNOSIS CODE #3","DC3A","Num",8,14,,0,0,,0,0,3738
"caecho","DIAGNOSIS CODE #4","DC4A","Num",8,15,,0,0,,0,0,3738
"caecho","QUAL 2D: LV CHAMBER SIZE","Q2DLVCS","Num",8,16,,0,0,,0,0,3738
"caecho","QUAL 2D: LA CHAMBER SIZE","Q2DLACS","Num",8,17,,0,0,,0,0,3738
"caecho","QUAL 2D: LV EJECTION FRACTION","Q2DLVEF","Num",8,18,,0,0,,0,0,3738
"caecho","QUAL 2D: LV SEGMENTAL WALL MOTION","Q2DLVSWM","Num",8,19,,0,0,,0,0,3738
"caecho","2D: RV AREA","A4RVAD","Num",8,20,,0,0,,0,0,3738
"caecho","2D: LEFT ATRIAL AREA","A4LAAD","Num",8,21,,0,0,,0,0,3738
"caecho","2D: LV VOLUME IN DIASTOLE","A2SLVEDV","Num",8,22,,0,0,,0,0,3738
"caecho","2D: LV VOLUME IN SYSTOLE","A2SLVESV","Num",8,23,,0,0,,0,0,3738
"caecho","2D: LV MASS","A2SLVDM","Num",8,24,,0,0,,0,0,3738
"caecho","2D: LV STROKE VOLUME","A2SLVSV","Num",8,25,,0,0,,0,0,3738
"caecho","2D: LV EJECTION FRACTION","A2SLVEF","Num",8,26,,0,0,,0,0,3738
"caecho","M-MODE: LV INTERNAL DIM IN DIASTOLE","MMLVDD","Num",8,27,,0,0,,0,0,3738
"caecho","M-MODE: LV INTERNAL DIM IN SYSTOLE","MMLVDS","Num",8,28,,0,0,,0,0,3738
"caecho","M-MODE: VENT SEPTAL THICKNESS - DIASTOLE","MMIVSTD","Num",8,29,,0,0,,0,0,3738
"caecho","M-MODE: VENT SEPTAL THICKNESS - SYSTOLE","MMIVSTS","Num",8,30,,0,0,,0,0,3738
"caecho","M-MODE:LV POST WALL THICKNESS - DIASTOLE","MMLVPWD","Num",8,31,,0,0,,0,0,3738
"caecho","M-MODE: LV POST WALL THICKNESS - SYSTOLE","MMLVPWS","Num",8,32,,0,0,,0,0,3738
"caecho","M-MODE: LEFT ARTRIAL DIMENSION","MMLAD","Num",8,33,,0,0,,0,0,3738
"caecho","M-MODE: AORTIC ROOT DIMENSION","MMARD","Num",8,34,,0,0,,0,0,3738
"caecho","M-MODE: LV % FRACTIONAL SHORTENING","MMLVFS","Num",8,35,,0,0,,0,0,3738
"caecho","M-MODE: LV END SYSTOLIC STRESS","MMLVESS","Num",8,36,,0,0,,0,0,3738
"caecho","M-MODE: LVESS/LVFS RATIO","MMLVSSFS","Num",8,37,,0,0,,0,0,3738
"caecho","M-MODE: LV EXPECTED FRAC SHORTENING","MMLVEXFS","Num",8,38,,0,0,,0,0,3738
"caecho","M-MODE: LV - ACTUAL/EXP FRAC SHORTENING","MMLVACEX","Num",8,39,,0,0,,0,0,3738
"caecho","DOP: FLOW VEL INTGL - LV OUTFLOW TRACT","DPLVINT","Num",8,40,,0,0,,0,0,3738
"caecho","DOP: MITRAL PEAK VEL - EARLY DIASTOLE","DPMEPKV","Num",8,41,,0,0,,0,0,3738
"caecho","DOP: MITRAL PEAK VEL - LATE DIASTOLE","DPMAPKV","Num",8,42,,0,0,,0,0,3738
"caecho","DOP: PFVA/PFVE RATIO","DPVAE","Num",8,43,,0,0,,0,0,3738
"caecho","DOP: MITRAL FLOW VEL INTG - EARLY DIA","DPMEINT","Num",8,44,,0,0,,0,0,3738
"caecho","DOP: MITRAL FLOW VEL INTG - LATE DIA","DPMAINT","Num",8,45,,0,0,,0,0,3738
"caecho","DOP: AFVI/EFVI RATIO","DPINTAE","Num",8,46,,0,0,,0,0,3738
"caecho","DOP: 1st 3rd DIASTOLIC FILLING FRACTION","DPFF13","Num",8,47,,0,0,,0,0,3738
"caecho","DOP: ISOVOLUMETRIC RELAXATION TIME","DPIVRT","Num",8,48,,0,0,,0,0,3738
"caecho","DOP: PULMON ARTERY ACCELERATION TIME","DPPACC","Num",8,49,,0,0,,0,0,3738
"caecho","COLOR DOP:AORT REG JET WIDTH/DIA LV TRCT","CDJHLVOT","Num",8,50,,0,0,,0,0,3738
"caecho","COLOR DOP:MIT REG JET AREA/AREA L ATRIUM","CDRJALAA","Num",8,51,,0,0,,0,0,3738
"caecho","M-MODE: LEFT VENT. MASS (CoC CALCULATED)","LVMASS","Num",8,52,,0,0,,0,0,3738
"caecho","WALL MOTION READER NUMBER","WMREADNO","Num",8,53,,0,0,,0,0,3738
"caecho","DATE WALL MOTION DATA WAS READ","WMDTREAD","Num",8,54,,0,0,,0,0,3738
"caecho","SQ WALL MOTION - APICAL 4 CH. IVS BASAL","QA4CIVSB","Num",8,55,,0,0,,0,0,3738
"caecho","SQ WALL MOTION - APICAL 4 CH. IVS MID","QA4CIVSM","Num",8,56,,0,0,,0,0,3738
"caecho","SQ WALL MOTION - APICAL 4 CH. IVS APICAL","QA4CIVSA","Num",8,57,,0,0,,0,0,3738
"caecho","SQ WALL MO - APICAL 4 CH. LAT APICAL LV","QA4CLALV","Num",8,58,,0,0,,0,0,3738
"caecho","SQ WALL MO - APICAL 4 CH. LAT MID LV","QA4CLMLV","Num",8,59,,0,0,,0,0,3738
"caecho","SQ WALL MO - APICAL 4 CH. LAT BASAL LV","QA4CLBLV","Num",8,60,,0,0,,0,0,3738
"caecho","SQ WALL MO - APICAL 2 CH. INF BASAL LV","QA2CIBLV","Num",8,61,,0,0,,0,0,3738
"caecho","SQ WALL MOTION -APICAL 2 CH. INF MID LV","QA2CIMLV","Num",8,62,,0,0,,0,0,3738
"caecho","SQ WALL MO - APICAL 2 CH. INF APICAL LV","QA2CIALV","Num",8,63,,0,0,,0,0,3738
"caecho","SQ WALL MO - APICAL 2 CH. ANT APICAL LV","QA2CAALV","Num",8,64,,0,0,,0,0,3738
"caecho","SQ WALL MO - APICAL 2 CH. ANT MID LV","QA2CAMLV","Num",8,65,,0,0,,0,0,3738
"caecho","SQ WALL MO - APICAL 2 CH. ANT BASAL LV","QA2CABLV","Num",8,66,,0,0,,0,0,3738
"caecho","SQ WALL MOTION - MID SAX INF VS","QMSAXIVS","Num",8,67,,0,0,,0,0,3738
"caecho","SQ WALL MOTION - MID SAX MID VS","QMSAXMVS","Num",8,68,,0,0,,0,0,3738
"caecho","SQ WALL MOTION - MID SAX ANT VS","QMSAXAVS","Num",8,69,,0,0,,0,0,3738
"caecho","SQ WALL MOTION - MID SAX ANT LV","QMSAXALV","Num",8,70,,0,0,,0,0,3738
"caecho","SQ WALL MOTION - MID SAX ANT LAT LV","QMSXALLV","Num",8,71,,0,0,,0,0,3738
"caecho","SQ WALL MOTION - MID SAX POST LAT LV","QMSXPLLV","Num",8,72,,0,0,,0,0,3738
"caecho","SQ WALL MOTION - MID SAX INF POST LV","QMSXIPLV","Num",8,73,,0,0,,0,0,3738
"caecho","SQ WALL MOTION - INF LV","QMSAXILV","Num",8,74,,0,0,,0,0,3738
"caecho","SEMI QUANT. LV WALL MOTION SUMMARY","QLWMSUM","Num",8,75,,0,0,,0,0,3738
"caf02",,"RID","Num",8,1,"BEST12.",12,0,"BEST32.",32,0,3839
"caf02","SMOKES, DOESN'T REMEMBER, DOESN'T SMOKE","C02SMOKE","Num",3,2,,0,0,,0,0,3839
"caf02","DATE OF EXAM","C02EXDAT","Num",8,3,,0,0,,0,0,3839
"caf02","DATE SUBJECT LAST SMOKED","C02DTSMK","Num",8,4,,0,0,,0,0,3839
"caf02","TIME SUBJECT LAST SMOKED","C02TMSMK","Num",8,5,"TIME5.",5,0,,0,0,3839
"caf02","TIME OF DAY","C02TIME","Num",8,6,"TIME5.",5,0,,0,0,3839
"caf02","ROOM TEMPERATURE IN DEGREES CENTIGRADE","C02TEMP","Num",3,7,,0,0,,0,0,3839
"caf02","PULSE BEATS IN 30 SECONDS","C02PULSE","Num",3,8,,0,0,,0,0,3839
"caf02","PEDIATRIC, REGULAR, LARGE, AND OTHER","C02CUFF","Num",3,9,,0,0,,0,0,3839
"caf02","PULSE OBLITERATION PRESSURE","C02POP","Num",3,10,,0,0,,0,0,3839
"caf02","PEAK INFLATION LEVEL, (STD)  (POP + 30)","C02PIL","Num",3,11,,0,0,,0,0,3839
"caf02","MAXIMUM ZERO","C02MAXZE","Num",3,12,,0,0,,0,0,3839
"caf02","PEAK INFLATION LEVEL, (RZ)","C02PILRZ","Num",3,13,,0,0,,0,0,3839
"caf02","FIRST READING SBP","C02R1S","Num",3,14,,0,0,,0,0,3839
"caf02","FIRST READING DBP 5TH PHASE","C02R1D","Num",3,15,,0,0,,0,0,3839
"caf02","RZ1 SBP","C02RZ1S","Num",3,16,,0,0,,0,0,3839
"caf02","RZ1 DBP","C02RZ1D","Num",3,17,,0,0,,0,0,3839
"caf02","FIRST CORRECTED SBP (R1_S - RZ1_S)","C02SBP1","Num",3,18,,0,0,,0,0,3839
"caf02","FIRST CORRECTED DBP  (R1_D - RZ1_D)","C02DBP1","Num",3,19,,0,0,,0,0,3839
"caf02","SECOND READING SBP","C02R2S","Num",3,20,,0,0,,0,0,3839
"caf02","SECOND READING DBP","C02R2D","Num",3,21,,0,0,,0,0,3839
"caf02","RZ2 SBP","C02RZ2S","Num",3,22,,0,0,,0,0,3839
"caf02","RZ2 DBP","C02RZ2D","Num",3,23,,0,0,,0,0,3839
"caf02","SECOND CORRECTED SBP  (R2_S - RZ2_S)","C02SBP2","Num",3,24,,0,0,,0,0,3839
"caf02","SECOND CORRECTED DBP (R2_D - RZ2_D)","C02DBP2","Num",3,25,,0,0,,0,0,3839
"caf02","THIRD READING SBP","C02R3S","Num",3,26,,0,0,,0,0,3839
"caf02","THIRD READING DBP","C02R3D","Num",3,27,,0,0,,0,0,3839
"caf02","RZ3 SBP","C02RZ3S","Num",3,28,,0,0,,0,0,3839
"caf02","RZ3 DBP","C02RZ3D","Num",3,29,,0,0,,0,0,3839
"caf02","THIRD CORRECTED SBP (R3_S - RZ3_S)","C02SBP3","Num",3,30,,0,0,,0,0,3839
"caf02","THIRD CORRECTED DBP  (R3_D - RZ3_D)","C02DBP3","Num",3,31,,0,0,,0,0,3839
"caf02","2ND AND 3RD SYS  (R2_RZ2_S + R3_RZ3_D)","C02SUMSY","Num",3,32,,0,0,,0,0,3839
"caf02","2ND AND 3RD DIAS (R2_RZ2_D + R3_RZ3_D)","C02SUMDI","Num",3,33,,0,0,,0,0,3839
"caf02","AVERAGE SBP (SUM_S/2)","C02AVGSY","Num",3,34,,0,0,,0,0,3839
"caf02","AVERAGE DBP  (SUM_D/2)","C02AVGDI","Num",3,35,,0,0,,0,0,3839
"caf03",,"RID","Num",8,1,"BEST12.",12,0,"BEST32.",32,0,3839
"caf03","GRADE OF SCHOOL COMPLETED","C03ED","Num",4,2,,0,0,,0,0,3839
"caf03","HIGHEST DEGREE EARNED","C03DEGRE","Num",4,3,,0,0,,0,0,3839
"caf03","ATTENDING SCHOOL NOW","C03SCNOW","Num",4,4,,0,0,,0,0,3839
"caf03","WORKING FULL TIME","C03WRKFT","Num",4,5,,0,0,,0,0,3839
"caf03","WORKING PART-TIME","C03WRKPT","Num",4,6,,0,0,,0,0,3839
"caf03","UNEMPLOYED","C03LDOFF","Num",4,7,,0,0,,0,0,3839
"caf03","KEEPING HOUSE/CHILDREN","C03HOUSE","Num",4,8,,0,0,,0,0,3839
"caf03","TYPE OF EMPLOYMENT","C03TYPEM","Num",4,9,,0,0,,0,0,3839
"caf03","3 DIGIT CENSUS CODE","C03CODE","Num",4,10,,0,0,,0,0,3839
"caf03","LOOKING FOR WORK:PAST 2 YRS","C03NOWRK","Num",4,11,,0,0,,0,0,3839
"caf03","CURRENT MARITAL STATUS","C03MRAGE","Num",4,12,,0,0,,0,0,3839
"caf03","YEARS MARRIED","C03YRSMR","Num",4,13,,0,0,,0,0,3839
"caf03","MONTHS MARRIED","C03MOMR","Num",4,14,,0,0,,0,0,3839
"caf03","LIVE IN A MARRIAGE-LIKE RELATIONSHIP","C03LIVMR","Num",4,15,,0,0,,0,0,3839
"caf03","HOW LONG B03LIVMR (YRS)","C03YRLIV","Num",4,16,,0,0,,0,0,3839
"caf03","HOW LONG B03LIVMR (MO)","C03MOLIV","Num",4,17,,0,0,,0,0,3839
"caf03","NUMBER OF PEOPLE IN HOUSEHOLD","C03NPEPL","Num",4,18,,0,0,,0,0,3839
"caf03","ANY CHILDREN OR STEPCHILDREN","C03CHILD","Num",4,19,,0,0,,0,0,3839
"caf03","LIVE WITH ANY OF YOUR CHILDREN","C03LVNCH","Num",4,20,,0,0,,0,0,3839
"caf03","IS HOME OWNED, RENTED, FREE?","C03HOME","Num",4,21,,0,0,,0,0,3839
"caf03","NUMBER OF BEDROOMS IN THE HOME","C03BEDRM","Num",4,22,,0,0,,0,0,3839
"caf03","FAMILY INCOME","C03INCOM","Num",4,23,,0,0,,0,0,3839
"caf03","# OF RESIDENCE CHANGES SINCE LAST EXAM","C03RCHNG","Num",4,24,,0,0,,0,0,3839
"caf05",,"RID","Num",8,1,"BEST12.",12,0,"BEST32.",32,0,3839
"caf05","IF LAST ATE <12 HRS -TYPE OF FOOD/DRINK","C05CODE","Num",8,2,,0,0,,0,0,3839
"caf05","HAVE ANY BLEEDING DISORDERS","C05HEMO","Num",8,3,,0,0,,0,0,3839
"caf05","ANY BLOOD DRAWN?","C05BLDDW","Num",8,4,,0,0,,0,0,3839
"caf05","TIME LAST ATE (SAS TIME VALUE)","C05TMEAT","Num",8,5,"TIME5.",5,0,,0,0,3839
"caf05","DATE LAST ATE (SAS DATE VALUE)","C05DTEAT","Num",8,6,,0,0,,0,0,3839
"caf05","DATE BLOOD DRAWN (SAS DATE VALUE)","C05DTBLD","Num",8,7,,0,0,,0,0,3839
"caf05","TIME BLOOD DRAWN","C05TMBLD","Num",8,8,"TIME5.",5,0,,0,0,3839
"caf05","TIME BLOOD WAS SPUN","C05TMSPN","Num",8,9,"TIME5.",5,0,,0,0,3839
"caf05","TIME BLOOD WAS FROZEN","C05TMFRZ","Num",8,10,"TIME5.",5,0,,0,0,3839
"caf05","IS PARTICIPANT QUALITY CONTROL","C05QC","Num",8,11,,0,0,,0,0,3839
"caf05","NUMBER OF MINUTES FASTING","C05FSTMN","Num",8,12,,0,0,,0,0,3839
"caf05","12 HR FAST BEFORE BLOOD DRAWN","C05FAST","Char",3,13,,0,0,,0,0,3839
"caf07",,"RID","Num",8,1,"BEST12.",12,0,"BEST32.",32,0,3839
"caf07","MEAN ML OF ALCOHOL CONSUMPTION PER DAY","C07MLALC","Num",8,2,,0,0,,0,0,3839
"caf07","DRINKER","C07DRINK","Num",3,3,,0,0,,0,0,3839
"caf07","DRINKS WINE/WEEK","C07WINE","Num",3,4,,0,0,,0,0,3839
"caf07","DRINKS BEER/WEEK","C07BEER","Num",3,5,,0,0,,0,0,3839
"caf07","DRINKS LIQUOR/WEEK","C07LIQR","Num",3,6,,0,0,,0,0,3839
"caf07","DRINKS IN PAST 24 HRS","C07PST24","Num",3,7,,0,0,,0,0,3839
"caf07","MOST DRINKS/DAY, LAST MONTH","C07NUMDR","Num",3,8,,0,0,,0,0,3839
"caf07","NUMBER OF DAYS HAD C07NUMDR","C07DAYMO","Num",3,9,,0,0,,0,0,3839
"caf08",,"RID","Num",8,1,"BEST12.",12,0,"BEST32.",32,0,3839
"caf08","HIGH BLOOD PRESSURE","C08HBP","Num",8,2,,0,0,,0,0,3839
"caf08","AGE HIGH BP DIAGNOSED","C08HBPAG","Num",8,3,,0,0,,0,0,3839
"caf08","HIGH CHOLESTEROL","C08HCHOL","Num",8,4,,0,0,,0,0,3839
"caf08","AGE HIGH CHOL DIAGNOSED","C08CHOAG","Num",8,5,,0,0,,0,0,3839
"caf08","HEART PROBLEM","C08HEART","Num",8,6,,0,0,,0,0,3839
"caf08","HEART ATTACK","C08HRTAK","Num",8,7,,0,0,,0,0,3839
"caf08","AGE HEART ATTACK DIAGNOSED","C08HRTAG","Num",8,8,,0,0,,0,0,3839
"caf08","ANGINA","C08ANGIN","Num",8,9,,0,0,,0,0,3839
"caf08","AGE ANGINA DIAGNOSED","C08ANGAG","Num",8,10,,0,0,,0,0,3839
"caf08","RHEUMATIC HEART DISEASE","C08RHD","Num",8,11,,0,0,,0,0,3839
"caf08","AGE RHEUM HEART DIAGNOSED","C08RHDAG","Num",8,12,,0,0,,0,0,3839
"caf08","MITRAL VALVE PROLAPSE","C08MVP","Num",8,13,,0,0,,0,0,3839
"caf08","AGE MITRAL VALVE PROLAPSE DIAGNOSED","C08MVPAG","Num",8,14,,0,0,,0,0,3839
"caf08","OTHER TYPE OF HEART DISEASE","C08OTHHT","Num",8,15,,0,0,,0,0,3839
"caf08","AGE OTHER TYPE OF HEART DISEASE DIAGNOSE","C08OTHAG","Num",8,16,,0,0,,0,0,3839
"caf08","DIABETES","C08DIAB","Num",8,17,,0,0,,0,0,3839
"caf08","AGE DIABETES DIAGNOSED","C08DIBAG","Num",8,18,,0,0,,0,0,3839
"caf08","KIDNEY PROBLEM","C08KIDNY","Num",8,19,,0,0,,0,0,3839
"caf08","URINE INFECTION","C08URINE","Num",8,20,,0,0,,0,0,3839
"caf08","AGE URINE INFEC DIAGNOSED","C08URNAG","Num",8,21,,0,0,,0,0,3839
"caf08","KIDNEY STONE","C08KYS","Num",8,22,,0,0,,0,0,3839
"caf08","AGE KIDNEY STONE DIAGNOSED","C08KYSAG","Num",8,23,,0,0,,0,0,3839
"caf08","NEPHRITIS / GLOMERULONEPHRITIS","C08NEP","Num",8,24,,0,0,,0,0,3839
"caf08","AGE NEPHRITIS/GLOMERULONEPHRITIS DIAGNOS","C08NEPAG","Num",8,25,,0,0,,0,0,3839
"caf08","OTHER KIDNEY PROBLEM","C08OTHKY","Num",8,26,,0,0,,0,0,3839
"caf08","AGE DIAGNOSED WITH OTHER KIDNEY PROBLEM","C08OTKAG","Num",8,27,,0,0,,0,0,3839
"caf08","HEPATITIS","C08HEP","Num",8,28,,0,0,,0,0,3839
"caf08","AGE HEPATITIS DIAGNOSED","C08HEPAG","Num",8,29,,0,0,,0,0,3839
"caf08","CANCER OR TUMOR","C08CANCR","Num",8,30,,0,0,,0,0,3839
"caf08","LUNG CANCER","C08LUN","Num",8,31,,0,0,,0,0,3839
"caf08","AGE LUNG CANCER DIAGNOSED","C08LUNAG","Num",8,32,,0,0,,0,0,3839
"caf08","BREAST CANCER","C08BRS","Num",8,33,,0,0,,0,0,3839
"caf08","AGE BREAST CANCER DIAGNOSED","C08BRSAG","Num",8,34,,0,0,,0,0,3839
"caf08","BLOOD/LYMPH CANCER","C08BLD","Num",8,35,,0,0,,0,0,3839
"caf08","AGE BLOOD/LYMPH CANCER DIAGNOSED","C08BLDAG","Num",8,36,,0,0,,0,0,3839
"caf08","CANCER OF TESTES/SCROTUM","C08TES","Num",8,37,,0,0,,0,0,3839
"caf08","AGE CANCER OF TESTES/SCROTUM DIAGNOSED","C08TESAG","Num",8,38,,0,0,,0,0,3839
"caf08","BONE CANCER","C08BON","Num",8,39,,0,0,,0,0,3839
"caf08","AGE BONE CANCER DIAGNOSED","C08BONAG","Num",8,40,,0,0,,0,0,3839
"caf08","MELANOMA","C08MEL","Num",8,41,,0,0,,0,0,3839
"caf08","AGE MELANOMA DIAGNOSED","C08MELAG","Num",8,42,,0,0,,0,0,3839
"caf08","SKIN CANCER","C08SKN","Num",8,43,,0,0,,0,0,3839
"caf08","AGE SKIN CANCER DIAGNOSED","C08SKNAG","Num",8,44,,0,0,,0,0,3839
"caf08","BRAIN CANCER","C08BRN","Num",8,45,,0,0,,0,0,3839
